replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_008329925.1_NZ_CP035707,BREX,BREX_II,GCF_008329925.1_NZ_CP035707_00010,GCF_008329925.1_NZ_CP035707_00019,"GCF_008329925.1_NZ_CP035707_00010,GCF_008329925.1_NZ_CP035707_00011,GCF_008329925.1_NZ_CP035707_00013,GCF_008329925.1_NZ_CP035707_00017,GCF_008329925.1_NZ_CP035707_00018,GCF_008329925.1_NZ_CP035707_00019",6,"BREX__pglW,BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD","EWH46_RS20295,WP_244954258.1,EWH46_RS00065,WP_244954261.1,EWH46_RS00090,EWH46_RS00095",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Sphaerotilus,Sphaerotilus sulfidivorans,GCF_008329925_NZ_CP035707_BREX_II_2
GCF_002313025.1_NZ_CP016988,BREX,BREX_I,GCF_002313025.1_NZ_CP016988_00223,GCF_002313025.1_NZ_CP016988_00227,"GCF_002313025.1_NZ_CP016988_00223,GCF_002313025.1_NZ_CP016988_00224,GCF_002313025.1_NZ_CP016988_00225,GCF_002313025.1_NZ_CP016988_00227",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB","WP_001283833.1,FORC55_RS15555,WP_096070869.1,FORC55_RS15570",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_002313025_NZ_CP016988_BREX_I_2
GCF_000010605.1_NC_010572,BREX,BREX_II,GCF_000010605.1_NC_010572_01596,GCF_000010605.1_NC_010572_01607,"GCF_000010605.1_NC_010572_01596,GCF_000010605.1_NC_010572_01597,GCF_000010605.1_NC_010572_01603,GCF_000010605.1_NC_010572_01604,GCF_000010605.1_NC_010572_01606,GCF_000010605.1_NC_010572_01607",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","SGR_RS07830,SGR_RS07835,WP_012378658.1,SGR_RS07865,SGR_RS07875,WP_012378663.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseus,GCF_000010605_NC_010572_BREX_II_2
GCF_003325375.1_NZ_CP030862,BREX,BREX_II,GCF_003325375.1_NZ_CP030862_01606,GCF_003325375.1_NZ_CP030862_01617,"GCF_003325375.1_NZ_CP030862_01606,GCF_003325375.1_NZ_CP030862_01607,GCF_003325375.1_NZ_CP030862_01610,GCF_003325375.1_NZ_CP030862_01611,GCF_003325375.1_NZ_CP030862_01616,GCF_003325375.1_NZ_CP030862_01617",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_114054608.1,C0216_RS08080,C0216_RS08095,WP_114054613.1,C0216_RS08125,C0216_RS08130",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces globosus,GCF_003325375_NZ_CP030862_BREX_II_2
GCF_001610995.1_NZ_CP013344,BREX,BREX_III,GCF_001610995.1_NZ_CP013344_01078,GCF_001610995.1_NZ_CP013344_01083,"GCF_001610995.1_NZ_CP013344_01078,GCF_001610995.1_NZ_CP013344_01081,GCF_001610995.1_NZ_CP013344_01082,GCF_001610995.1_NZ_CP013344_01083",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","ATM17_RS29380,WP_062912872.1,WP_201258421.1,ATM17_RS05280",Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis macrogoltabida,GCF_001610995_NZ_CP013344_BREX_III_2
GCF_001767375.1_NZ_CP016795,BREX,BREX_II,GCF_001767375.1_NZ_CP016795_03185,GCF_001767375.1_NZ_CP016795_03192,"GCF_001767375.1_NZ_CP016795_03185,GCF_001767375.1_NZ_CP016795_03186,GCF_001767375.1_NZ_CP016795_03187,GCF_001767375.1_NZ_CP016795_03188,GCF_001767375.1_NZ_CP016795_03192",5,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2","WP_070388468.1,BC342_RS15725,BC342_RS15730,WP_070388471.1,BC342_RS15755",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces olivaceus,GCF_001767375_NZ_CP016795_BREX_II_2
GCF_009763825.1_NZ_CP046840,BREX,BREX_I,GCF_009763825.1_NZ_CP046840_00921,GCF_009763825.1_NZ_CP046840_00928,"GCF_009763825.1_NZ_CP046840_00921,GCF_009763825.1_NZ_CP046840_00922,GCF_009763825.1_NZ_CP046840_00923,GCF_009763825.1_NZ_CP046840_00926,GCF_009763825.1_NZ_CP046840_00927,GCF_009763825.1_NZ_CP046840_00928",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","GPY07_RS04665,GPY07_RS04670,GPY07_RS04675,GPY07_RS04690,WP_000645939.1,WP_001080201.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_009763825_NZ_CP046840_BREX_I_2
GCF_015244315.1_NZ_CP043317,BREX,BREX_II,GCF_015244315.1_NZ_CP043317_04072,GCF_015244315.1_NZ_CP043317_04079,"GCF_015244315.1_NZ_CP043317_04072,GCF_015244315.1_NZ_CP043317_04076,GCF_015244315.1_NZ_CP043317_04077,GCF_015244315.1_NZ_CP043317_04078,GCF_015244315.1_NZ_CP043317_04079",5,"BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","FYC74_RS20175,WP_194277017.1,FYC74_RS20200,FYC74_RS20205,WP_228123418.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces olivaceus,GCF_015244315_NZ_CP043317_BREX_II_2
GCF_019704235.1_NZ_AP024553,BREX,BREX_I,GCF_019704235.1_NZ_AP024553_02234,GCF_019704235.1_NZ_AP024553_02239,"GCF_019704235.1_NZ_AP024553_02234,GCF_019704235.1_NZ_AP024553_02235,GCF_019704235.1_NZ_AP024553_02236,GCF_019704235.1_NZ_AP024553_02237,GCF_019704235.1_NZ_AP024553_02239",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","K6J80_RS11175,WP_000567536.1,K6J80_RS11185,K6J80_RS11190,WP_000653856.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_019704235_NZ_AP024553_BREX_I_2
GCF_900637575.1_NZ_LR134379,BREX,BREX_I,GCF_900637575.1_NZ_LR134379_00203,GCF_900637575.1_NZ_LR134379_00210,"GCF_900637575.1_NZ_LR134379_00203,GCF_900637575.1_NZ_LR134379_00205,GCF_900637575.1_NZ_LR134379_00206,GCF_900637575.1_NZ_LR134379_00207,GCF_900637575.1_NZ_LR134379_00208,GCF_900637575.1_NZ_LR134379_00209,GCF_900637575.1_NZ_LR134379_00210",7,"BREX__brxL,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","EL225_RS01020,EL225_RS01030,EL225_RS01035,EL225_RS01040,EL225_RS01045,WP_012797474.1,WP_169304481.1",Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia heliotrinireducens,GCF_900637575_NZ_LR134379_BREX_I_2
GCF_009799825.1_NZ_CP047059,BREX,BREX_I,GCF_009799825.1_NZ_CP047059_02139,GCF_009799825.1_NZ_CP047059_02144,"GCF_009799825.1_NZ_CP047059_02139,GCF_009799825.1_NZ_CP047059_02140,GCF_009799825.1_NZ_CP047059_02141,GCF_009799825.1_NZ_CP047059_02142,GCF_009799825.1_NZ_CP047059_02144",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","GQX72_RS10780,WP_000567536.1,GQX72_RS10790,GQX72_RS10795,WP_000653856.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_009799825_NZ_CP047059_BREX_I_2
GCF_019704255.1_NZ_AP024555,BREX,BREX_I,GCF_019704255.1_NZ_AP024555_00114,GCF_019704255.1_NZ_AP024555_00119,"GCF_019704255.1_NZ_AP024555_00114,GCF_019704255.1_NZ_AP024555_00115,GCF_019704255.1_NZ_AP024555_00116,GCF_019704255.1_NZ_AP024555_00117,GCF_019704255.1_NZ_AP024555_00119",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","K6J79_RS00570,WP_000567536.1,K6J79_RS00580,K6J79_RS00585,WP_000653856.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_019704255_NZ_AP024555_BREX_I_2
GCF_002208885.2_NZ_CP022053,BREX,BREX,GCF_002208885.2_NZ_CP022053_01975,GCF_002208885.2_NZ_CP022053_01983,"GCF_002208885.2_NZ_CP022053_01975,GCF_002208885.2_NZ_CP022053_01976,GCF_002208885.2_NZ_CP022053_01978,GCF_002208885.2_NZ_CP022053_01980,GCF_002208885.2_NZ_CP022053_01981,GCF_002208885.2_NZ_CP022053_01982,GCF_002208885.2_NZ_CP022053_01983",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819,BREX__brxE","CEQ03_RS09935,WP_088610957.1,WP_088610959.1,CEQ03_RS09960,WP_088610962.1,WP_049450114.1,WP_225792105.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_002208885_NZ_CP022053_BREX_1
GCF_020410765.1_NZ_CP084541,BREX,BREX_II,GCF_020410765.1_NZ_CP084541_00866,GCF_020410765.1_NZ_CP084541_00878,"GCF_020410765.1_NZ_CP084541_00866,GCF_020410765.1_NZ_CP084541_00867,GCF_020410765.1_NZ_CP084541_00873,GCF_020410765.1_NZ_CP084541_00874,GCF_020410765.1_NZ_CP084541_00877,GCF_020410765.1_NZ_CP084541_00878",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","LC193_RS04330,LC193_RS04335,WP_226071739.1,LC193_RS04370,LC193_RS04385,WP_226071746.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces marincola,GCF_020410765_NZ_CP084541_BREX_II_2
GCF_000418325.1_NC_021658,BREX,BREX_I,GCF_000418325.1_NC_021658_01638,GCF_000418325.1_NC_021658_01647,"GCF_000418325.1_NC_021658_01638,GCF_000418325.1_NC_021658_01639,GCF_000418325.1_NC_021658_01642,GCF_000418325.1_NC_021658_01643,GCF_000418325.1_NC_021658_01645,GCF_000418325.1_NC_021658_01646,GCF_000418325.1_NC_021658_01647",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","SCE1572_RS08115,WP_020733579.1,WP_148313393.1,WP_044985620.1,SCE1572_RS08150,WP_020733585.1,WP_020733586.1",Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Sorangium,Sorangium cellulosum,GCF_000418325_NC_021658_BREX_I_2
GCF_900324455.1_NZ_LT992492,BREX,BREX_I,GCF_900324455.1_NZ_LT992492_02182,GCF_900324455.1_NZ_LT992492_02189,"GCF_900324455.1_NZ_LT992492_02182,GCF_900324455.1_NZ_LT992492_02183,GCF_900324455.1_NZ_LT992492_02184,GCF_900324455.1_NZ_LT992492_02187,GCF_900324455.1_NZ_LT992492_02188,GCF_900324455.1_NZ_LT992492_02189",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","DG169_RS11300,DG169_RS11305,DG169_RS11310,DG169_RS11325,WP_000645939.1,WP_001080201.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_900324455_NZ_LT992492_BREX_I_2
GCF_008704425.1_NZ_CP023696,BREX,BREX_II,GCF_008704425.1_NZ_CP023696_04761,GCF_008704425.1_NZ_CP023696_04764,"GCF_008704425.1_NZ_CP023696_04761,GCF_008704425.1_NZ_CP023696_04762,GCF_008704425.1_NZ_CP023696_04763,GCF_008704425.1_NZ_CP023696_04764",4,"BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","WP_031128307.1,CP974_RS24020,CP974_RS24025,WP_223844567.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces fradiae,GCF_008704425_NZ_CP023696_BREX_II_2
GCF_900324425.1_NZ_LT992488,BREX,BREX_I,GCF_900324425.1_NZ_LT992488_02182,GCF_900324425.1_NZ_LT992488_02189,"GCF_900324425.1_NZ_LT992488_02182,GCF_900324425.1_NZ_LT992488_02183,GCF_900324425.1_NZ_LT992488_02184,GCF_900324425.1_NZ_LT992488_02187,GCF_900324425.1_NZ_LT992488_02188,GCF_900324425.1_NZ_LT992488_02189",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","DG176_RS11300,DG176_RS11305,DG176_RS11310,DG176_RS11325,WP_000645939.1,WP_001080201.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_900324425_NZ_LT992488_BREX_I_2
GCF_019704175.1_NZ_AP024547,BREX,BREX_I,GCF_019704175.1_NZ_AP024547_02493,GCF_019704175.1_NZ_AP024547_02498,"GCF_019704175.1_NZ_AP024547_02493,GCF_019704175.1_NZ_AP024547_02494,GCF_019704175.1_NZ_AP024547_02495,GCF_019704175.1_NZ_AP024547_02496,GCF_019704175.1_NZ_AP024547_02498",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","K6J77_RS12470,WP_000567536.1,K6J77_RS12480,K6J77_RS12485,WP_000653856.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_019704175_NZ_AP024547_BREX_I_2
GCF_018310535.1_NZ_CP074102,BREX,BREX_II,GCF_018310535.1_NZ_CP074102_01016,GCF_018310535.1_NZ_CP074102_01021,"GCF_018310535.1_NZ_CP074102_01016,GCF_018310535.1_NZ_CP074102_01017,GCF_018310535.1_NZ_CP074102_01018,GCF_018310535.1_NZ_CP074102_01019,GCF_018310535.1_NZ_CP074102_01020,GCF_018310535.1_NZ_CP074102_01021",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_212726650.1,SMIR_RS05030,SMIR_RS05035,WP_212726653.1,SMIR_RS05045,SMIR_RS05050",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces mirabilis,GCF_018310535_NZ_CP074102_BREX_II_2
GCF_009676585.1_NZ_CP040439,BREX,BREX_III,GCF_009676585.1_NZ_CP040439_00948,GCF_009676585.1_NZ_CP040439_00952,"GCF_009676585.1_NZ_CP040439_00948,GCF_009676585.1_NZ_CP040439_00950,GCF_009676585.1_NZ_CP040439_00951,GCF_009676585.1_NZ_CP040439_00952",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","FEO88_RS04730,WP_049407022.1,WP_229301169.1,FEO88_RS04750",Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_009676585_NZ_CP040439_BREX_III_2
GCF_002209245.2_NZ_CP022089,BREX,BREX_I,GCF_002209245.2_NZ_CP022089_01169,GCF_002209245.2_NZ_CP022089_01176,"GCF_002209245.2_NZ_CP022089_01169,GCF_002209245.2_NZ_CP022089_01170,GCF_002209245.2_NZ_CP022089_01173,GCF_002209245.2_NZ_CP022089_01174,GCF_002209245.2_NZ_CP022089_01176",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","CEQ32_RS05885,WP_088585685.1,CEQ32_RS05905,CEQ32_RS05910,WP_088585688.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. FDAARGOS_354,GCF_002209245_NZ_CP022089_BREX_I_2
GCF_016859145.1_NZ_CP069350,BREX,BREX_I,GCF_016859145.1_NZ_CP069350_02271,GCF_016859145.1_NZ_CP069350_02276,"GCF_016859145.1_NZ_CP069350_02271,GCF_016859145.1_NZ_CP069350_02272,GCF_016859145.1_NZ_CP069350_02273,GCF_016859145.1_NZ_CP069350_02274,GCF_016859145.1_NZ_CP069350_02276",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","JM642_RS11325,WP_203431810.1,JM642_RS11335,JM642_RS11340,WP_203431814.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. LZH-2,GCF_016859145_NZ_CP069350_BREX_I_2
GCF_009676605.1_NZ_CP040440,BREX,BREX_III,GCF_009676605.1_NZ_CP040440_01004,GCF_009676605.1_NZ_CP040440_01008,"GCF_009676605.1_NZ_CP040440_01004,GCF_009676605.1_NZ_CP040440_01006,GCF_009676605.1_NZ_CP040440_01007,GCF_009676605.1_NZ_CP040440_01008",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","FEO84_RS04995,WP_049407022.1,WP_197594234.1,FEO84_RS05015",Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_009676605_NZ_CP040440_BREX_III_2
GCF_005517195.1_NZ_CP040244,BREX,BREX_II,GCF_005517195.1_NZ_CP040244_04643,GCF_005517195.1_NZ_CP040244_04656,"GCF_005517195.1_NZ_CP040244_04643,GCF_005517195.1_NZ_CP040244_04644,GCF_005517195.1_NZ_CP040244_04645,GCF_005517195.1_NZ_CP040244_04646,GCF_005517195.1_NZ_CP040244_04654,GCF_005517195.1_NZ_CP040244_04656",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_137992468.1,FDM97_RS23440,FDM97_RS23445,WP_137992471.1,FDM97_RS23490,FDM97_RS23500",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces vilmorinianum,GCF_005517195_NZ_CP040244_BREX_II_2
GCF_001878675.1_NZ_CP017962,BREX,BREX_VI,GCF_001878675.1_NZ_CP017962_01237,GCF_001878675.1_NZ_CP017962_01244,"GCF_001878675.1_NZ_CP017962_01237,GCF_001878675.1_NZ_CP017962_01238,GCF_001878675.1_NZ_CP017962_01239,GCF_001878675.1_NZ_CP017962_01240,GCF_001878675.1_NZ_CP017962_01241,GCF_001878675.1_NZ_CP017962_01242,GCF_001878675.1_NZ_CP017962_01243,GCF_001878675.1_NZ_CP017962_01244",8,"BREX__brxE,BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxD,BREX__brxHI","BME96_RS06210,WP_071648638.1,WP_071648639.1,BME96_RS06225,BME96_RS06230,WP_071648642.1,WP_071648643.1,WP_071648644.1",Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus halodenitrificans,GCF_001878675_NZ_CP017962_BREX_VI_2
GCF_014083905.1_NZ_CP046024,BREX,BREX_II,GCF_014083905.1_NZ_CP046024_06720,GCF_014083905.1_NZ_CP046024_06725,"GCF_014083905.1_NZ_CP046024_06720,GCF_014083905.1_NZ_CP046024_06721,GCF_014083905.1_NZ_CP046024_06722,GCF_014083905.1_NZ_CP046024_06723,GCF_014083905.1_NZ_CP046024_06724,GCF_014083905.1_NZ_CP046024_06725",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_067441125.1,GJU35_RS33605,GJU35_RS33610,WP_067441133.1,GJU35_RS33620,GJU35_RS33625",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,GCF_014083905_NZ_CP046024_BREX_II_2
GCF_900186865.1_NZ_LT906480,BREX,BREX,GCF_900186865.1_NZ_LT906480_03309,GCF_900186865.1_NZ_LT906480_03319,"GCF_900186865.1_NZ_LT906480_03309,GCF_900186865.1_NZ_LT906480_03310,GCF_900186865.1_NZ_LT906480_03314,GCF_900186865.1_NZ_LT906480_03315,GCF_900186865.1_NZ_LT906480_03316,GCF_900186865.1_NZ_LT906480_03317,GCF_900186865.1_NZ_LT906480_03318,GCF_900186865.1_NZ_LT906480_03319",8,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819,BREX__brxE","CKW06_RS16585,WP_024958032.1,WP_032964290.1,WP_024958029.1,CKW06_RS16620,WP_004146420.1,WP_024958027.1,WP_024958026.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865_NZ_LT906480_BREX_1
GCF_023923245.1_NZ_CP099468,BREX,BREX_VI,GCF_023923245.1_NZ_CP099468_00296,GCF_023923245.1_NZ_CP099468_00303,"GCF_023923245.1_NZ_CP099468_00296,GCF_023923245.1_NZ_CP099468_00298,GCF_023923245.1_NZ_CP099468_00299,GCF_023923245.1_NZ_CP099468_00300,GCF_023923245.1_NZ_CP099468_00301,GCF_023923245.1_NZ_CP099468_00302,GCF_023923245.1_NZ_CP099468_00303",7,"BREX__brxE,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxD,BREX__brxHI","NFX46_RS01480,WP_252545222.1,NFX46_RS01495,NFX46_RS01500,NFX46_RS01505,NFX46_RS01510,WP_252545227.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces phaeoluteigriseus,GCF_023923245_NZ_CP099468_BREX_VI_2
GCF_009763225.1_NZ_CP046798,BREX,BREX_I,GCF_009763225.1_NZ_CP046798_01324,GCF_009763225.1_NZ_CP046798_01331,"GCF_009763225.1_NZ_CP046798_01324,GCF_009763225.1_NZ_CP046798_01325,GCF_009763225.1_NZ_CP046798_01326,GCF_009763225.1_NZ_CP046798_01327,GCF_009763225.1_NZ_CP046798_01330,GCF_009763225.1_NZ_CP046798_01331",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_136997939.1,WP_158108819.1,GPY43_RS22260,GPY43_RS22265,GPY43_RS22280,GPY43_RS22285",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio furnissii,GCF_009763225_NZ_CP046798_BREX_I_2
GCF_003691525.1_NZ_CP033141,BREX,BREX_I,GCF_003691525.1_NZ_CP033141_01524,GCF_003691525.1_NZ_CP033141_01532,"GCF_003691525.1_NZ_CP033141_01524,GCF_003691525.1_NZ_CP033141_01525,GCF_003691525.1_NZ_CP033141_01529,GCF_003691525.1_NZ_CP033141_01530,GCF_003691525.1_NZ_CP033141_01531,GCF_003691525.1_NZ_CP033141_01532",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","D0871_RS08235,D0871_RS08240,D0871_RS08260,D0871_RS08265,WP_122015999.1,WP_100754283.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,GCF_003691525_NZ_CP033141_BREX_I_3
GCF_003691525.1_NZ_CP033141,BREX,BREX_III,GCF_003691525.1_NZ_CP033141_02175,GCF_003691525.1_NZ_CP033141_02179,"GCF_003691525.1_NZ_CP033141_02175,GCF_003691525.1_NZ_CP033141_02176,GCF_003691525.1_NZ_CP033141_02177,GCF_003691525.1_NZ_CP033141_02179",4,"BREX__pglZ3,BREX__brxHII,BREX__pglXI,BREX__brxF","D0871_RS11665,WP_023624072.1,WP_023624073.1,D0871_RS11685",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,GCF_003691525_NZ_CP033141_BREX_III_4
GCF_900475685.1_NZ_LS483406,BREX,BREX,GCF_900475685.1_NZ_LS483406_00888,GCF_900475685.1_NZ_LS483406_00898,"GCF_900475685.1_NZ_LS483406_00888,GCF_900475685.1_NZ_LS483406_00889,GCF_900475685.1_NZ_LS483406_00890,GCF_900475685.1_NZ_LS483406_00891,GCF_900475685.1_NZ_LS483406_00894,GCF_900475685.1_NZ_LS483406_00897,GCF_900475685.1_NZ_LS483406_00898",7,"BREX__brxE,BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_032968954.1,WP_049450114.1,WP_049450111.1,DQN96_RS04535,WP_049450105.1,WP_070426727.1,DQN96_RS04570",Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900475685_NZ_LS483406_BREX_1
GCF_009184865.1_NZ_CP045096,BREX,BREX_II,GCF_009184865.1_NZ_CP045096_02306,GCF_009184865.1_NZ_CP045096_02312,"GCF_009184865.1_NZ_CP045096_02306,GCF_009184865.1_NZ_CP045096_02307,GCF_009184865.1_NZ_CP045096_02311,GCF_009184865.1_NZ_CP045096_02312",4,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY","WP_152168302.1,F9278_RS11895,F9278_RS11915,WP_152168305.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces phaeolivaceus,GCF_009184865_NZ_CP045096_BREX_II_2
GCF_014337175.1_NZ_CP060633,BREX,BREX_I,GCF_014337175.1_NZ_CP060633_00891,GCF_014337175.1_NZ_CP060633_00900,"GCF_014337175.1_NZ_CP060633_00891,GCF_014337175.1_NZ_CP060633_00892,GCF_014337175.1_NZ_CP060633_00893,GCF_014337175.1_NZ_CP060633_00896,GCF_014337175.1_NZ_CP060633_00899,GCF_014337175.1_NZ_CP060633_00900",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_118545513.1,WP_249326640.1,H9Q77_RS04465,H9Q77_RS04480,H9Q77_RS04495,H9Q77_RS04500",Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Simiaoa,Simiaoa sunii,GCF_014337175_NZ_CP060633_BREX_I_2
